geneID	logFC
TBC1D10B	0.356032230446293
MAD2L2	0.3560162116424
STXBP5	0.35585875418798
TRAPPC10	0.355841712172499
STK26	0.3558330327626
ZFYVE16	0.355208432984807
VAC14	0.354927238295213
VPS18	0.354853125598068
PAFAH2	0.354525210333356
MTCH1	0.353894852089584
GYG1	0.353794237372652
CTNNB1	0.353787128608417
NSFL1C	0.353759032406495
NDUFAF7	0.353097335288895
CANT1	0.352593821227963
OGFOD2	0.352398305600301
CCDC88A	0.352290128258422
PGK1	0.351887361264238
CDIPT	0.351666691451115
GIPC1	0.351442219262475
LRRC59	0.351315258319705
KIAA2013	0.351209284076361
PIF1	0.351181601255103
CNNM4	0.351022804858082
NRBF2	0.350871854529133
SCAND1	0.35075813020816
C6orf89	0.3507516105784
TROAP	0.350712963832193
OSBPL2	0.350650793810797
PABIR3	0.350468871512697
GABARAPL2	0.350290163368826
TMBIM6	0.349658943257957
MR1	0.349637137376289
AGFG2	0.349509858708034
DEDD	0.34942032487204
CASTOR1	0.349365917430787
CCNYL1	0.349361118371053
DONSON	0.349301790898597
ZNF707	0.349286358019413
APOBEC3B	0.349280764806481
MYDGF	0.349182136941716
SMCO4	0.349111747895131
PDRG1	0.349043272856694
CDCA3	0.348468360610656
KMT2E	0.34826483869275
ZNF200	0.348154942839251
CPNE2	0.348048761692631
CASZ1	0.347994210095536
EHD3	0.347492338527299
EXOSC1	0.347411087606006
CCNQ	0.34736603967426
UBE3B	0.347147461382467
NEK2	0.346822346624528
PSMC5	0.34679208356278
TPCN2	0.346776799895759
LILRA2	0.346152564071349
SERINC2	0.345910571398674
MIEN1	0.345810324531794
NAT1	0.345715796436938
SLC1A4	0.345632620371276
FAF2	0.345417421111947
PSENEN	0.345333006754205
SLAIN2	0.344571236873138
CSAD	0.344386239704919
TMEM52B	0.344081966454269
B3GALT1	0.343868614219771
STOML1	0.343822546297781
PSMC3	0.343774171701483
LRRC57	0.343251404476788
ITM2B	0.343150155511042
CCDC92	0.343145400073212
ACSF2	0.342915822947925
SH3BP4	0.342914279404166
CUL7	0.342703701118363
PTOV1	0.342600878501077
EXOC3	0.342481268834463
SMAD3	0.342411102123591
ST8SIA4	0.342312822121428
SFXN5	0.342162146465027
BZW1	0.341723637529187
IDE	0.341644556320538
BROX	0.341612830447046
NADK2	0.341534992276971
WIPF2	0.341353153362549
AIF1	0.341340212856883
HCFC2	0.341332607797082
SNRPB2	0.341279191734702
SLC38A7	0.341208623857113
CDYL2	0.340910544484827
PTGER4	0.340603528450667
C10orf88	0.340560612235624
MBD5	0.340333336619611
NFATC4	0.34026691406683
CCS	0.340242433595251
XPNPEP1	0.340117863716983
CNTNAP2	0.340087346715537
BOLA3	0.339906401910397
CBARP	0.33978614774765
PLXDC2	0.339670006489111
NPEPL1	0.338350785101552
PPP4R1	0.337930990015454
TSEN34	0.337846461081617
SMURF1	0.337715027071496
TRIP12	0.336862829434796
ZNF622	0.336777998923282
GSTK1	0.336757010483955
CIB1	0.336602021388879
ZBTB8OS	0.336599519828582
ITGA7	0.336386959448328
IFT43	0.336244421227724
KATNA1	0.335789701607771
MGAT5	0.335783128155368
CYLD	0.335748348351953
POU2F2	0.335690443683045
MRPL52	0.335666357345635
TSKS	0.335387049612654
AP1S2	0.335385707292431
PDP1	0.335196279368203
WAS	0.335073866858278
SLC12A4	0.334846011996213
MPPE1	0.334586729147813
ANXA7	0.333983741730786
ADH5	0.333719547891401
GSS	0.333582861405148
NAA60	0.333256347580263
NPB	0.333236436381013
ZNFX1	0.333225827357065
IMPDH1	0.333118646783675
TMED9	0.333045068601317
PARL	0.332951302118505
ADAM10	0.332788655009797
KIF13B	0.332390798194502
ADGRE5	0.33228820594188
C1GALT1C1	0.332162493749387
PRKAA1	0.33193331068132
ARHGAP19	0.331772242128578
FCHSD1	0.331517577208714
KCNE3	0.331432126003257
CAPS	0.331355087382483
IFNAR1	0.33113875996331
PPP4C	0.331101541055481
ERLEC1	0.331085655077897
MRPL43	0.330940411850464
LRRC3	0.330873193601396
SPAG5	0.330855095905787
FBXL18	0.330805256865376
YWHAZ	0.330790638990775
FGGY	0.330784631335929
SURF1	0.330652841168297
F11R	0.330639603474142
SRP14	0.33057770760094
SPTBN1	0.330515361439199
DGKD	0.330514589780355
SETD1B	0.330260914005704
ASXL2	0.329990928862676
INSRR	0.329754300611362
SVIL	0.329698202908174
SESTD1	0.329675384713177
SLC2A4RG	0.329332853746499
PDCD10	0.329317302189529
ARRDC5	0.329214835319824
SEC23B	0.328912684204369
AKNA	0.328471598317089
SGMS1	0.32846310272629
VMAC	0.328442579466919
GRIPAP1	0.32819911966944
STPG1	0.328097900007847
RPL26L1	0.327872996467645
CTSS	0.327318130048791
NEK4	0.326961893176422
MTF1	0.326853600449133
LIG4	0.326848597872345
BBIP1	0.326784730851314
ECD	0.326436024470413
DAD1	0.32634752092468
NDUFA8	0.326077674982201
LPAR5	0.326012178289232
WASHC2C	0.326006974608411
DUSP22	0.325965029936488
TSSK6	0.325934857591426
PADI2	0.325911277920243
PDLIM2	0.325396044556484
SNX1	0.325090032800335
PUDP	0.32476948588629
PIK3R6	0.324740822190247
ARL6IP1	0.324664218469565
C19orf53	0.324585721815415
BRMS1	0.324556663185371
RPS6KA5	0.324422334112493
TANGO6	0.324202843722065
GBE1	0.324176722814552
SLC25A1	0.324137826978079
HSPA2	0.323995500900578
ZNF416	0.323974606020015
RNF2	0.323029317178126
INPP4A	0.3227756163319
STAM2	0.322762327683892
ZNF579	0.322739777929524
HPS6	0.322652282847879
PHF1	0.322565687308361
ZC3H11B	0.322519647060464
PTPA	0.322482169301857
ABCC6	0.322428600709089
DPH3	0.322336864839548
VANGL1	0.322286697733004
IDH1	0.322122873542862
TAS2R14	0.322034758591486
CDK19	0.321946799332995
TFCP2	0.321873459164189
SMAP1	0.321504389581627
UMAD1	0.321482481233787
RAD23A	0.321172646272609
SEC16A	0.320941740763299
RGP1	0.320812367226891
ZRSR2	0.320704357349329
MED14	0.320380290945663
POLR3GL	0.32037825793897
PFDN1	0.319833806872206
MED29	0.319550683705236
EREG	0.319247461630646
COMMD9	0.319060809059635
IL11RA	0.318890771246693
CYTH1	0.318266089142061
APBA3	0.318260054112476
FUT4	0.318149258787962
ACAA1	0.317960074222212
TMEM102	0.317946915669207
SWAP70	0.317935525019072
COPA	0.317671394102994
RNF216	0.317669419588569
ARL8B	0.317533397526896
ESS2	0.317283437375343
GTF2B	0.317240114818561
TPST2	0.31715035096257
HSPG2	0.316990454934979
APOBEC3F	0.316783765629227
ARHGAP10	0.316711577768875
GRPEL1	0.316533371460541
MTMR12	0.316162746878812
FAM32A	0.315808372391806
ZBTB22	0.315758574516802
AMN1	0.315680151167251
COX20	0.315488430891987
MEA1	0.315365298844776
VPS45	0.315186932480612
CRELD1	0.315121452314368
TP53I13	0.315059423425423
SNX18	0.314436521236156
CHKB	0.314238191547036
SARAF	0.314183429744078
SLC35E3	0.314044641840239
LRRC23	0.313927285341624
UBR3	0.313884298718551
GGNBP2	0.313834435816044
DIP2A	0.313816434731317
RASA1	0.313650343731222
ANKRD54	0.31344245204997
FNIP2	0.313437531969414
TTLL11	0.313350919422502
ACSS3	0.313336899619431
SUPT6H	0.313187028578507
RDM1	0.313112368061919
PREB	0.313034770218709
ARHGAP35	0.313011911078898
ZC2HC1A	0.3129455571287
DCAF6	0.312812397616682
DMXL1	0.312638092613343
SCG2	0.31238819077073
PLPP7	0.312155516961625
AGPAT3	0.31193479996651
GOLT1B	0.311812551477027
ATF7	0.311715598853699
PPP2R5D	0.311667950257188
MAPKBP1	0.310777532003139
KLRG1	0.310600736578307
PI4KB	0.310485624767692
UBE2L3	0.310132011394647
KCNN4	0.310130166779765
CCDC97	0.310075572496488
GALNT10	0.310058641857213
R3HCC1L	0.309875415361823
TBC1D7	0.309650495698451
LAMB2	0.30963500935097
PSMD1	0.30917049000189
CDR2	0.308968997791676
KDM1B	0.308790229413614
DPY30	0.308756613854866
PIPOX	0.308692308569709
DCAF5	0.308601342551312
SEC11A	0.308431555896282
WDR47	0.308195071234328
ZNF225	0.308127268150417
YIF1B	0.308088314240926
PSMD3	0.308052634476729
PPP2R1B	0.308021688421944
TBC1D4	0.307781201058078
MXD3	0.307734158117913
RALGDS	0.3075179761275
MRPS11	0.307208534724848
CNP	0.30714218535803
XKR6	0.306853373826067
PELO	0.306607556506902
AMFR	0.306512911322672
SLC25A30	0.306107859288187
SERINC3	0.30604254876511
ZFYVE26	0.306005529681991
ZGPAT	0.306002140447606
CDKN1C	0.305841495892242
PHF20L1	0.305781574141315
ATG101	0.305735991632736
RAP2B	0.305533861853873
TRAPPC14	0.305410682682317
RAB28	0.305304435013273
ZEB2	0.305029056529568
RELA	0.305026672325595
NFKBIL1	0.30494040214661
TAF3	0.304911561374382
HBP1	0.304851881135085
ACTR2	0.304589674925764
NACC1	0.304451824962915
PDSS2	0.304423323860699
KBTBD2	0.3042133676505
KIAA0319L	0.304144761479742
CDKN2A	0.303836211762383
C6orf62	0.30374912942762
LRRC8A	0.303706572507004
JAGN1	0.303647518994159
CPNE5	0.303628969449019
DPP4	0.303599854174339
FRMD8	0.303214302308522
ZNF843	0.303183311369586
ATG3	0.303143402357208
PHKG2	0.302941968608788
GLI4	0.302806756625104
ZNF410	0.302596780592781
TMOD2	0.302578166835264
H2AC17	0.302555326271016
H3-3B	0.302471409645406
PSMD13	0.302094803103028
VPS28	0.301893238167056
DNAJB11	0.301888810924445
TRAPPC4	0.301761385789365
MEX3D	0.301758768290594
USF1	0.300826914867036
PHF2	0.300561053337785
BMP1	0.300482954104235
PCGF5	0.300477562706289
CENPS	0.3003509499727
SEC61A1	0.300212658843241
ACLY	0.300199345089394
ACOT13	0.300155213098055
CATSPERG	0.299996610467008
ZFPL1	0.299910535333198
KIAA2026	0.299837408633977
ARL2BP	0.29966020287053
NFE2L1	0.299637455197281
PPP1R21	0.299558575023329
OGFRL1	0.299511375445825
ETFBKMT	0.299267005894245
PPP6R1	0.298816986264788
TAOK2	0.298735654334076
AACS	0.298598369944827
ZNF79	0.298540043796528
DERA	0.298315676030883
NDUFA3	0.298053527805593
FBXO28	0.297761925991245
HSDL2	0.297720117143546
ETFDH	0.297680085016419
VPS33B	0.297480153228687
IL1RAP	0.297331399165932
PNPLA8	0.297243048805883
MPZ	0.297150145592133
MAML1	0.297092288968195
ATP5MF	0.296972996047354
CSRP2	0.296846235394048
TLR1	0.296749565272517
TMUB1	0.296587593212378
GNPNAT1	0.296443490947238
PLEKHA4	0.296421433226476
GALNT2	0.296360318082349
EHD4	0.296193617674716
SRSF4	0.296047506521586
SCNM1	0.295887057449151
RB1	0.295855591575754
GPAT4	0.295829236189254
SYP	0.295749220844814
TBC1D17	0.295421047317467
AATK	0.295379081166281
WDR45	0.295098345567246
DLG1	0.295096513332474
NDOR1	0.294851078682945
JARID2	0.294738243748603
PCTP	0.294341872420746
MAPK8IP3	0.29433315990357
CCNB2	0.294276998724268
SEC22C	0.29409817171765
NOMO3	0.294053170565297
CRTC2	0.293998425426163
DGUOK	0.293667532265578
PLPP5	0.293367533048392
TASL	0.292968456262916
SEMA4B	0.292967666977686
MPDU1	0.292881477172892
SARS1	0.292567835341079
GGA1	0.292499918427309
VPS16	0.292413062313984
KLF13	0.292357930445164
DOK1	0.292332141537007
RGS19	0.292308336323543
NUDT14	0.292203131676969
USP25	0.291995588774865
H1-1	0.291130995711916
HERC3	0.291130675341873
ANKRD37	0.290883583651642
LNPK	0.290823221355615
PRKAG1	0.290760889819151
H3C11	0.290715944893985
CD80	0.290494463958851
LRIF1	0.290331249674946
NOTCH2	0.290239939386845
RGS14	0.290187949178888
ZNF471	0.289940881164269
CRLF2	0.289891143715091
SNX13	0.289791228165139
ELOA	0.289555738868581
ALKBH5	0.2895418852506
PAK4	0.288866405876322
RALA	0.288826268095533
TMEM59	0.288442986116448
MANBAL	0.288234413640161
GOLGA4	0.288166719880761
FXR2	0.288013481718946
MORC4	0.287624892375121
POU5F2	0.287518376901921
RAB21	0.287215064091138
CTNS	0.287116104429425
STK24	0.287113874074599
DUSP3	0.287043099102251
BCAS3	0.286646245009336
HPS3	0.28611228328496
CTIF	0.285990996033807
PLCG2	0.285988503138272
STRN4	0.285955995816485
NCOA6	0.285948336103559
CA2	0.28589329257948
RAD9A	0.285799897759203
CSK	0.285673640814323
FAM13A	0.285579777104482
NDE1	0.285559929259867
RBKS	0.285405321874077
FKBP15	0.285217557596094
ALG12	0.284708006305579
RAB3D	0.284526267933805
FAM91A1	0.284522551314359
NR4A1	0.284121852319658
ZNF530	0.284053895278984
VPS4A	0.283843918761261
ABCF3	0.283837531610868
TMEM9B	0.283723432841683
PSMD14	0.283597346433012
CSNK1A1	0.28344007172489
CYB561D2	0.28336221218781
POLE4	0.283259649469011
PPP2R3A	0.283203420403006
PIGBOS1	0.283184188578252
N4BP1	0.283076075018083
LCP2	0.282866556003496
FAM102B	0.282811220997984
RAB11FIP4	0.282782572054109
CHM	0.282772526248424
RNF111	0.28272794360341
ARIH1	0.282698154304212
CAPNS1	0.282675816213603
TENT4A	0.282338415786433
VDAC3	0.282117846410814
NELFB	0.282064251391431
FBXO6	0.281983148822115
NISCH	0.28124957016898
UBA1	0.281200625183171
PRDX5	0.281186297679882
LMAN2L	0.28116218373817
FKBP5	0.281099541260593
FBXL8	0.281063816791501
AGPAT1	0.280893769053542
TIGD6	0.280673367658179
CCSAP	0.280502154766721
ARHGAP17	0.280495544164628
PSMB4	0.280493840604722
HDLBP	0.280356658086202
TMEM39A	0.280066354420234
ARHGEF1	0.280019789037312
RANBP9	0.279685613414559
UNC50	0.279471000825461
RELCH	0.27919203935213
HYAL2	0.279145492032175
OSBPL11	0.27910804514891
DNASE1	0.279024194860178
NOMO2	0.278989200087262
TIMM8B	0.278974889543432
FBXO10	0.278875796585854
CCRL2	0.278826927272732
TM9SF1	0.278733280930461
H2AC21	0.278711658820662
SNAP29	0.278655281954904
TMEM234	0.278561771768476
SLC35B1	0.278442019993213
NBPF15	0.27841977483929
SRF	0.278278029651633
HYI	0.278159945597182
UBL3	0.278069923390142
ARHGAP25	0.277966411956687
GFM2	0.277939395526928
CARD8	0.277869454559023
GPSM3	0.277825081530873
GTF2H5	0.277776515742473
ERI1	0.277768371270156
TCN1	0.27768433585912
GCC1	0.277651483076895
ERAL1	0.277641371377467
ZNF25	0.277247566673625
ZNF274	0.27720947069191
MBOAT2	0.277177341993866
CLCC1	0.27699659722351
ABCB8	0.276557435155469
GRAMD1B	0.276539918959063
SELENOK	0.27620911424333
VPS53	0.276196105042217
SKOR1	0.276051810650686
RAB29	0.276018626399209
RNF130	0.275691292444777
PLCXD2	0.275674439835805
XPO6	0.275599362453083
SUSD1	0.275581744131253
GOLGA7	0.275249177266957
DENND4C	0.274999631364085
GNAI1	0.27475161459251
SPATA24	0.274733752077317
UBE2Z	0.274387688739122
USP9X	0.274348812974684
MKNK2	0.274171783689486
ZNF414	0.274007934668556
DCTN6	0.273916428478522
ZMPSTE24	0.273679601895742
YIPF3	0.273668787141834
CC2D1A	0.273357512094786
TLE5	0.273347665510398
AP4M1	0.27321529008204
TET2	0.273084857635769
ERMAP	0.272968307589951
PRPF18	0.272952242982503
AKAP13	0.272895756805453
KATNIP	0.272736927661379
PPP1R10	0.272573438394371
FAM149B1	0.272502316862684
TTL	0.272444409576559
OSGIN2	0.272208836039907
PSMB7	0.272136399306901
USP47	0.271838425890593
RNF185	0.271759966489296
PIK3IP1	0.271572922921431
ACACB	0.27145594049725
VEZF1	0.270970027198939
RCOR1	0.270909994343904
PI4KA	0.270897292335885
LAIR1	0.270520461095671
IDH3A	0.27051337076965
PAGR1	0.270503649013063
FAM83F	0.270345176880784
MRPL15	0.270335523728872
CLASP1	0.270321702823908
KLHL17	0.26994021275644
DLG4	0.269836880885398
PBRM1	0.269668587697394
DCLRE1C	0.269505960836517
SMG6	0.269346924696018
SNAP23	0.269020083883616
CYREN	0.268638678931513
COX7A2	0.268573758937594
ARID3B	0.26853529927166
RBSN	0.26820506996954
SP100	0.268068883597159
ITGB1BP1	0.267904927137779
EIF4G3	0.267687801574038
KDELR1	0.267610038509233
TMEM208	0.267177788517916
NDUFB3	0.267111909341367
STAU1	0.267094703216502
ZC3H6	0.267010256012409
ARFGAP3	0.266793718496774
C16orf72	0.26678056710783
DACH1	0.266753935116407
SEC23IP	0.266651323351525
RAB5B	0.266492461243014
KIAA0232	0.266428914605904
BRPF1	0.266391922281958
PPT1	0.266370590657757
TBC1D22A	0.266169291570048
ABRACL	0.265680784266027
CRCP	0.265438631142914
PSMB1	0.265318739121254
SNRNP25	0.265295768523723
MXD1	0.265190224455278
UBR1	0.26517892188927
APC	0.265140008382339
PRC1	0.265001894498602
H1-0	0.264977897302644
VKORC1	0.264959627444412
EIF5A2	0.264944871211485
CINP	0.264834621271721
B4GALT3	0.26453203139683
FKBPL	0.264322415806332
SYNJ2	0.264157906330966
SS18	0.263556676102552
RAB10	0.26323829163293
SLC25A11	0.263087755258908
ELOF1	0.263059582027063
BLOC1S2	0.262845842848592
BLOC1S3	0.262819787696472
ROCK2	0.262720406001872
ARFIP1	0.262551215683319
TRIM69	0.262441470538179
NECAP1	0.262427966730383
MZT1	0.261977320885705
MAPRE3	0.261901032981163
CYB5R4	0.261879606466481
PGS1	0.261655140839029
ARMC7	0.261641214330045
SENP3	0.261541034342645
RAB12	0.261509057930402
FBXO42	0.261498930768029
ZNF155	0.261279762678728
PDXDC1	0.26123085784824
LYSMD4	0.261141580117828
SERAC1	0.261109051746991
DOHH	0.261099974187884
MGRN1	0.261047437558874
LRMDA	0.260973441862336
VCPIP1	0.260884010050345
MTMR2	0.260663894022199
H2AX	0.260197503405592
KMT5A	0.260105701552344
ATXN1L	0.26009845030145
UBR4	0.259979149171098
SMUG1	0.259725801800069
FBXW4	0.259547678546507
ADCYAP1	0.259452980697581
P3H1	0.259339521576899
TPMT	0.25931548602273
CYSLTR1	0.259253943849006
H3C15	0.259247993556667
TMEM150A	0.259041718623865
IKBIP	0.258821721012113
C1orf35	0.258794696334911
ATP2B1	0.25860783080832
PISD	0.258558877704504
MRPL34	0.258494771884261
BMPR1A	0.258333846193849
MCTP2	0.258160743116695
RERE	0.25806403197237
SEMA3A	0.258023929632212
INPP5K	0.257445892800186
EZR	0.257412558360125
OSER1	0.257107074547463
MFSD12	0.257055750402244
STRN	0.25699914111251
SLC45A4	0.256931732967881
RAPGEF2	0.2566518198807
TFG	0.256535698571268
ATP11A	0.256416474548269
PHACTR2	0.256154407204154
MRPL2	0.256116367722588
DSE	0.256110034683539
PARVG	0.255886760864731
DGAT1	0.255701993950293
ATG12	0.255689463621532
IRAK4	0.255590108348332
RNF126	0.255582366159202
INIP	0.25557575777276
MAP2K4	0.255566784448233
CPPED1	0.255516580032423
STBD1	0.255456563075354
BCL2L12	0.255354898927619
GUCD1	0.254745095156413
RACGAP1	0.254670927484132
KLHL7	0.254633883295908
PLEKHG2	0.254463805204744
PMEL	0.254372167934709
IRF2	0.254314768925539
FKBP1A	0.254131606925285
LRRC8C	0.254108220945649
GXYLT1	0.254100142475788
PSMD6	0.253919141423212
ZNF333	0.253852112598428
EIF1	0.253726205293863
UBE3C	0.253538710343897
KPNA1	0.253462792013359
CCDC82	0.253310358330273
PPP1R3D	0.253287769467575
CCNG2	0.252920496042198
PPP1R7	0.252910849207278
KRAS	0.252749558985292
NBPF20	0.252726691123375
TAOK1	0.252340056074118
SPIRE1	0.252281974245832
NUDT13	0.252203572414919
ATL3	0.252035710240078
MTFR1L	0.251799520015897
RNF166	0.251659645805149
B4GALT7	0.251564011816163
TTC7B	0.251557929336072
ATP2A3	0.251422193717195
XPR1	0.251310639001127
TBC1D23	0.251183333510595
EIF4G1	0.250995098013341
TMEM250	0.250970779543045
SEC13	0.250913146904264
UBR2	0.250793134050324
MOV10	0.250774131067611
SANBR	0.250750953814672
SNX14	0.250441251018682
CDK2AP2	0.249764268232383
STXBP3	0.249704665056437
VPS39	0.249522451309033
ZFAT	0.249405899212677
TLE4	0.249213540837806
KIF2C	0.24918900846875
IFI27L2	0.249064831346133
H4C11	0.248969365360645
GLE1	0.248963336176585
JOSD1	0.248864291584703
VAT1	0.248679185098357
MBD2	0.248355124251125
NOTCH1	0.24824317765832
SAP30BP	0.24821586931116
PRR12	0.247904003262209
KDM4C	0.247792475233613
GARRE1	0.247494631486487
MFSD14A	0.247472086240422
OST4	0.247360596795362
TFPT	0.247336719768334
MBTPS1	0.247140079423764
CBFA2T2	0.247081740223255
CRPPA	0.247057416440694
TMF1	0.24703002862132
GLCE	0.246918770335729
MTPN	0.246828603938622
RHEB	0.246665045420843
UQCRC1	0.246585406482457
ZNF436	0.246525616622983
MRFAP1	0.246492577945156
DOCK7	0.246401247337311
EFCAB5	0.246385278116095
STK4	0.246341569757493
TSC22D2	0.246274260361687
TRABD	0.24605060797603
CASP8	0.245915673976553
TXNDC15	0.245878822095342
SEPTIN2	0.245815255070454
COP1	0.245432851270717
ZSCAN26	0.245372984664377
MADD	0.245182455715625
SLC22A5	0.245077141066365
BCL7C	0.24489206417773
HDAC7	0.24487000999231
GYS1	0.24473070438
RAB11FIP1	0.244242755012743
ZC3H7A	0.244216419720012
PPP6R2	0.244158243861026
PTPN14	0.244154448937451
RBMS1	0.243966609872494
EMC9	0.243659199682648
FAAP24	0.2436268210521
PTP4A2	0.243161988659963
FZR1	0.243021639950484
TMEM214	0.242948610251292
HAUS8	0.242847698599108
KMT2D	0.242728635723174
ALDH16A1	0.242700112482437
SLMAP	0.242518107897186
ITPK1	0.242402262600173
CLN5	0.242234119126922
HOXB7	0.242230985983952
ANKFY1	0.242229926209103
ZNF524	0.242057492931406
ZDHHC5	0.241929811180151
AP3S2	0.241633390161147
LEPROTL1	0.241566550938628
PRDM8	0.241240073434518
ATP7A	0.24119401479091
ANKIB1	0.241120049185388
SH3GLB2	0.241067326643915
PPCDC	0.240957073141673
SLC38A2	0.240823532523565
ABI1	0.240656540352693
AP3S1	0.240537584964572
AKT1	0.240458416861294
PHTF2	0.240426899404373
RSRC1	0.240401387571985
CHD2	0.240356140544545
VAMP2	0.240329484128067
ZNF684	0.240296503893362
BPNT1	0.240274938978534
KANK2	0.239792698575517
HOXA6	0.239575809979693
MT1F	0.239494398579963
VPS35L	0.239451314786393
DCTN1	0.239325922615365
MPV17L2	0.239153679135307
BLZF1	0.239136581344864
PDE8A	0.239101026246578
ZNF267	0.2389640652957
PLCG1	0.238912577126104
FAM200B	0.238469953379384
HSCB	0.238414770196683
EOGT	0.238411975412016
NOTCH2NLC	0.238305010105587
ZFAND6	0.238208092846576
CCNDBP1	0.238035207904255
ANXA11	0.237964542543839
CORO7	0.237881415238354
WASHC4	0.237542556512092
ATP13A3	0.237429590861995
RNASEH2C	0.237413114587402
HSD17B4	0.237330291312434
KXD1	0.236942009153062
CCDC134	0.236739052555242
SEMA3B	0.23594869117489
LAMTOR3	0.235897188433342
PSMB5	0.235780027808615
ZBED6	0.235719048752437
RNF19A	0.235683100063012
ZC3H12D	0.235612152341859
JPT1	0.235403513213939
ZSWIM1	0.235207875230363
PTPN23	0.235175948324857
CGRRF1	0.235135802258457
UBA3	0.23492592553618
AKAP8L	0.234766967467522
PSKH1	0.234665031683335
BORCS8	0.2346012158193
MFSD10	0.234467654221111
AMOT	0.234204783784619
USP18	0.234194727748934
DAP	0.234147424786134
NUDT18	0.234146781283418
PSMD7	0.233645087775416
SRCAP	0.233575654543493
GASK1B	0.233509685711342
IRX3	0.23346714092794
RAB40C	0.23315297504433
H2BC18	0.233145655797291
URM1	0.232873704824437
ZNF143	0.232868930577842
CCDC32	0.2327978067878
STK35	0.232565513992141
PTGDS	0.232557739704348
PUSL1	0.232548743771852
TMEM50A	0.232300419881177
RNF146	0.232064130246081
GM2A	0.23184504999936
COL9A2	0.231602988421786
ADPRH	0.231555674457543
PRR4	0.231276384404415
RGS10	0.231017015663354
PPFIBP1	0.230846682515376
BET1L	0.230825242483943
TSR2	0.230533949816603
SOGA1	0.230230321707978
COX6B1	0.230145042505428
TMEM87B	0.229991304320856
GAPVD1	0.229895573011628
NF1	0.22988181858252
GLYR1	0.229668551414284
PRICKLE3	0.22965265798152
IPPK	0.229586146930836
SPAST	0.229436143039377
CAPZA2	0.229284146768162
RFFL	0.229230365339662
ZDHHC4	0.229055436954333
ZNF446	0.228702752563568
AGBL2	0.228428692824718
ZFTRAF1	0.228264669381383
CENPN	0.228209251084576
ASB6	0.228178571785717
WDR53	0.227735436325359
TEPSIN	0.227567853682625
STRIP2	0.227567397875502
MOSPD2	0.227508399791138
RNF5	0.227304679468855
GDPD3	0.227289030760118
NDUFB10	0.227027070592201
DVL1	0.226935493641168
SZRD1	0.226897660439884
CYBC1	0.226660806132091
MARF1	0.226644711800501
ENTPD4	0.226539715973681
SH2B3	0.226230815807273
CASP4	0.226203124569018
ILRUN	0.225887694568106
LRCH3	0.225842625223864
ZNF865	0.225776315039268
TTC34	0.225472658061581
CDC42BPB	0.225422474786201
TMCO4	0.225251827357827
VTI1B	0.225226169397442
PSMA5	0.225041998961414
DYNC1LI1	0.224961020636532
IDH3G	0.224932944254554
ZCRB1	0.224791335710145
C20orf204	0.224402079925202
SFT2D1	0.224384359258708
CLK3	0.224375228456079
PIK3CA	0.22411169404493
SLC25A42	0.224059018143004
SDHB	0.223975519417601
SLC7A6OS	0.22392526041478
CREB3L2	0.22391400718096
SEC61B	0.223826555048211
ITPRID2	0.223812294395557
ARFGEF2	0.223795269167425
DPP8	0.223719557270827
NMT1	0.223667925395449
TMED5	0.223619264057692
ARHGAP1	0.223457125150119
DHX16	0.223320545652336
NBPF1	0.223130665450995
CLCN2	0.222940889785685
DUS2	0.222826151408243
AP4B1	0.222804847523804
PMAIP1	0.222667844657479
MPRIP	0.222610222086904
TRMT1L	0.222470367852853
PFDN6	0.222450949686554
GSK3B	0.222396743792846
RDX	0.222384479731321
ARL4C	0.222359147791842
EMC8	0.222206723089457
MED27	0.22210236917717
HECTD1	0.221925782544831
ZDHHC18	0.221754932705966
TBPL1	0.221688286224883
DHX8	0.221535204826718
MNAT1	0.221364524314075
RABEP2	0.221313119635198
PCNX1	0.221303092143287
METTL23	0.221292628010162
OXSR1	0.221249077024694
COQ8B	0.221202485311788
TATDN2	0.221068925018057
RIOK3	0.220997663281375
ADGRE3	0.220994202142895
CLK1	0.220955120670562
NAGA	0.220939231904092
SLC2A1	0.220830988957033
PILRB	0.220520984446264
MTX1	0.220408102582274
PPP2R2D	0.220146050946572
SIPA1	0.219826823328707
DNAJB12	0.219800778543759
STN1	0.219788536182311
BCL7B	0.219673693274158
PJA2	0.219292113663754
CELSR1	0.219245994409273
FOXD2	0.219231250678264
SLC25A14	0.21905402905298
FOXC1	0.218467722274953
THAP6	0.218177374957295
PAFAH1B1	0.218035114968267
GTF3C1	0.21794962941482
THAP3	0.217672352843833
NINJ2	0.21756243035377
LAMTOR1	0.217555149815979
SNX15	0.217547727864706
TEX261	0.217419233918736
SDE2	0.217362837762342
MB21D2	0.217307917639826
OSBPL7	0.217100554542847
SELENOO	0.217064373832207
SYNRG	0.217030109221821
MFSD9	0.216961179247868
ANKRD28	0.21692198583613
TNS3	0.216810547879444
TLR4	0.21680564862171
ARMC5	0.216686616523299
FKBP8	0.216621463922552
EIF2B1	0.21655165239113
TAX1BP1	0.216513986547935
ARMCX3	0.216383264144889
ZMIZ2	0.216351440960164
ARPC5L	0.216166181221463
WASF2	0.216097139314897
MAN1B1	0.215961917545981
UBE2J1	0.215692396799663
OCRL	0.215684180655778
CDC26	0.215163878014659
MYOM1	0.21495082659665
IZUMO4	0.214862588611855
ATPSCKMT	0.214544697554045
EME2	0.214489101144572
TMEM91	0.214472951825669
